_action_text,_bill,_date,_id,_time,_type
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Young amendment No. 8.",hr1585-116,2019-04-03,34,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Johnson (TX) amendment No. 9.",hr1585-116,2019-04-03,35,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Wagner amendment No. 10.",hr1585-116,2019-04-03,36,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Wagner amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Nadler demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",hr1585-116,2019-04-03,37,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Wagner amendment No. 11.",hr1585-116,2019-04-03,38,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Grijalva amendment No. 12.",hr1585-116,2019-04-03,39,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Grijalva amendment No. 13, as modified.",hr1585-116,2019-04-03,40,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Emmer amendment No. 14.",hr1585-116,2019-04-03,41,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Quigley amendment No. 15.",hr1585-116,2019-04-03,42,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Meng amendment No. 16.",hr1585-116,2019-04-03,43,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Meng amendment No. 17.",hr1585-116,2019-04-03,44,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Meng amendment No. 18.",hr1585-116,2019-04-03,45,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Meng amendment No. 19.",hr1585-116,2019-04-03,46,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Plaskett amendment No. 20.",hr1585-116,2019-04-03,47,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Bera amendment No. 21.",hr1585-116,2019-04-03,48,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Gallego amendment No. 22.",hr1585-116,2019-04-03,49,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Clark (MA) amendment No. 23.",hr1585-116,2019-04-03,50,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Krishnamoorthi amendment No. 24.",hr1585-116,2019-04-03,51,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Krishnamoorthi amendment No. 25.",hr1585-116,2019-04-03,52,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Brown (MD) amendment No. 26.",hr1585-116,2019-04-03,53,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Haaland amendment No. 27.",hr1585-116,2019-04-03,54,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Haaland amendment No. 28.",hr1585-116,2019-04-03,55,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 29.",hr1585-116,2019-04-03,56,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 30.",hr1585-116,2019-04-03,57,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 31.",hr1585-116,2019-04-03,58,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 32.",hr1585-116,2019-04-03,59,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Craig amendment No. 33.",hr1585-116,2019-04-03,60,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Schrier amendment No. 34.",hr1585-116,2019-04-03,61,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Underwood amendment No. 35.",hr1585-116,2019-04-03,62,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Casten (IL) amendment No. 36.",hr1585-116,2019-04-03,63,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Porter amendment No. 37.",hr1585-116,2019-04-03,64,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Rose (NY) amendment No. 38.",hr1585-116,2019-04-03,65,,Floor
Mr. Nadler moved that the committee rise.,hr1585-116,2019-04-03,66,,Floor
On motion that the committee rise Agreed to by voice vote.,hr1585-116,2019-04-03,67,,Floor
Committee of the Whole House on the state of the Union rises leaving H.R. 1585 as unfinished business.,hr1585-116,2019-04-03,68,,Floor
Ms. Stefanik moved to recommit with instructions to the Committee on the Judiciary. (text: CR H3084-3085),hr1585-116,2019-04-04,69,,Floor
Considered as unfinished business. (consideration: CR H3073-3075),hr1585-116,2019-04-04,70,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Axne amendment No. 39.",hr1585-116,2019-04-04,71,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 281, the Committee of the Whole proceeded with 10 minutes of debate on the Torres Small amendment No. 40.",hr1585-116,2019-04-04,72,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Torres Small amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Nadler demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",hr1585-116,2019-04-04,73,,Floor
Mr. Nadler moved that the Committee rise.,hr1585-116,2019-04-04,74,,Floor
On motion that the Committee rise Agreed to by voice vote.,hr1585-116,2019-04-04,75,,Floor
Committee of the Whole House on the state of the Union rises leaving H.R. 1585 as unfinished business.,hr1585-116,2019-04-04,76,,Floor
Considered as unfinished business. (consideration: CR H3083-3087),hr1585-116,2019-04-04,77,,Floor
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr1585-116,2019-04-04,78,,Floor
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 1585.,hr1585-116,2019-04-04,79,,Floor
The previous question was ordered pursuant to the rule.,hr1585-116,2019-04-04,80,,Floor
Ms. Stefanik moved to recommit with instructions to the Committee on the Judiciary. (consideration: CR H3084-3086; text: CR H3084-3085),hr1585-116,2019-04-04,81,,Floor
Floor summary: DEBATE - The House proceeded with 10 minutes of debate on the Stefanik motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to extend the Violence Against Women Act through 2020.,hr1585-116,2019-04-04,82,,Floor
The previous question on the motion to recommit with instructions was ordered without objection.,hr1585-116,2019-04-04,83,,Floor
On motion to recommit with instructions Failed by recorded vote: 185 - 237 (Roll no. 155).,hr1585-116,2019-04-04,84,,Floor
"On passage Passed by recorded vote: 263 - 158, 1 Present (Roll no. 156). (text: CR 4/3/2019 H3012-3028)",hr1585-116,2019-04-04,85,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1585-116,2019-04-04,86,,Floor
"The Clerk was authorized to correct section numbers, punctuation, and cross references, and to make other necessary technical and conforming corrections in the engrossment of H.R. 1585.",hr1585-116,2019-04-04,87,,Floor
Received in the Senate.,hr1585-116,2019-04-08,88,,IntroReferral
Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,hr1585-116,2019-04-09,89,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 66.,hr1585-116,2019-04-10,90,,Calendars
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1586-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on the Judiciary, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1587-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1587-116,2019-04-08,2,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1588-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1588-116,2019-04-08,2,,Committee
Referred to the House Committee on Homeland Security.,hr1589-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1589-116,2019-03-13,2,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1589-116,2019-03-13,3,,Committee
Reported (Amended) by the Committee on Homeland Security. H. Rept. 116-24.,hr1589-116,2019-03-28,4,,Committee
"Placed on the Union Calendar, Calendar No. 10.",hr1589-116,2019-03-28,5,,Calendars
"Mr. Thompson (MS) moved to suspend the rules and pass the bill, as amended.",hr1589-116,2019-04-01,6,,Floor
Considered under suspension of the rules. (consideration: CR H2931-2933),hr1589-116,2019-04-01,7,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1589.,hr1589-116,2019-04-01,8,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H2931-2932)",hr1589-116,2019-04-01,9,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1589-116,2019-04-01,10,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1589-116,2019-04-02,11,,IntroReferral
Referred to the House Committee on Homeland Security.,hr1590-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1590-116,2019-03-13,2,,Committee
Ordered to be Reported by Unanimous Consent.,hr1590-116,2019-03-13,3,,Committee
Reported by the Committee on Homeland Security. H. Rept. 116-27.,hr1590-116,2019-03-28,4,,Committee
"Placed on the Union Calendar, Calendar No. 13.",hr1590-116,2019-03-28,5,,Calendars
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1590-116,2019-04-01,6,,Floor
Considered as unfinished business. (consideration: CR H2933-2934),hr1590-116,2019-04-01,7,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 394 - 7 (Roll no. 138). (text: CR H2930)",hr1590-116,2019-04-01,8,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1590-116,2019-04-01,9,,Floor
"Mr. Thompson (MS) moved to suspend the rules and pass the bill, as amended.",hr1590-116,2019-04-01,10,,Floor
Considered under suspension of the rules. (consideration: CR H2930-2931),hr1590-116,2019-04-01,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1590.,hr1590-116,2019-04-01,12,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1590-116,2019-04-02,13,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,hr1590-116,2019-05-15,14,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-44.,hr1590-116,2019-06-05,15,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 109.,hr1590-116,2019-06-05,16,,Calendars
Passed Senate without amendment by Unanimous Consent. (consideration: CR S5669),hr1590-116,2019-09-24,17,,Floor
Passed Senate without amendment by Unanimous Consent.,hr1590-116,2019-09-24,18,,Floor
Message on Senate action sent to the House.,hr1590-116,2019-09-25,19,,Floor
Presented to President.,hr1590-116,2019-09-27,20,,Floor
Referred to the House Committee on Education and Labor.,hr1591-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1592-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Homeland Security.,hr1593-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1593-116,2019-03-13,2,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1593-116,2019-03-13,3,,Committee
Reported (Amended) by the Committee on Homeland Security. H. Rept. 116-25.,hr1593-116,2019-03-28,4,,Committee
"Placed on the Union Calendar, Calendar No. 11.",hr1593-116,2019-03-28,5,,Calendars
"Mr. Thompson (MS) moved to suspend the rules and pass the bill, as amended.",hr1593-116,2019-04-01,6,,Floor
Considered under suspension of the rules. (consideration: CR H2929-2930),hr1593-116,2019-04-01,7,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1593.,hr1593-116,2019-04-01,8,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1593-116,2019-04-01,9,,Floor
Considered as unfinished business. (consideration: CR H2933),hr1593-116,2019-04-01,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 384 - 18 (Roll no. 137). (text: CR H2929)",hr1593-116,2019-04-01,11,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1593-116,2019-04-01,12,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1593-116,2019-04-02,13,,IntroReferral
Referred to the House Committee on Homeland Security.,hr1594-116,2019-03-07,1,,IntroReferral
Ms. Torres Small (NM) moved to suspend the rules and pass the bill.,hr1594-116,2019-05-14,2,,Floor
Considered under suspension of the rules. (consideration: CR H3755-3756),hr1594-116,2019-05-14,3,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1594.,hr1594-116,2019-05-14,4,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H3755),hr1594-116,2019-05-14,5,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1594-116,2019-05-14,6,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1594-116,2019-05-15,7,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1595-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1595-116,2019-03-26,2,,Committee
Committee Consideration and Mark-up Session Held.,hr1595-116,2019-03-27,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1595-116,2019-03-28,4,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 45 - 15.,hr1595-116,2019-03-28,5,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1595-116,2019-04-08,6,,Committee
"Reported (Amended) by the Committee on Financial Services. H. Rept. 116-104, Part I.",hr1595-116,2019-06-05,7,,Committee
Committee on the Judiciary discharged.,hr1595-116,2019-06-05,8,,Discharge
"Placed on the Union Calendar, Calendar No. 78.",hr1595-116,2019-06-05,9,,Calendars
Considered under suspension of the rules. (consideration: CR H7962-7974),hr1595-116,2019-09-25,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 321 - 103 (Roll no. 544). (text: CR H7962-7964)",hr1595-116,2019-09-25,11,,Floor
"Mr. Perlmutter moved to suspend the rules and pass the bill, as amended.",hr1595-116,2019-09-25,12,,Floor
Considered under suspension of the rules.,hr1595-116,2019-09-25,13,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1595.,hr1595-116,2019-09-25,14,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 321 - 103 (Roll no. 544).",hr1595-116,2019-09-25,15,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1595-116,2019-09-25,16,,Floor
"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",hr1595-116,2019-09-26,17,,IntroReferral
Referred to the House Committee on House Administration.,hr1596-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1597-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Homeland Security.,hr1598-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1598-116,2019-03-13,2,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1598-116,2019-03-13,3,,Committee
Reported (Amended) by the Committee on Homeland Security. H. Rept. 116-22.,hr1598-116,2019-03-28,4,,Committee
"Placed on the Union Calendar, Calendar No. 8.",hr1598-116,2019-03-28,5,,Calendars
Referred to the House Committee on Veterans' Affairs.,hr1599-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Economic Opportunity.,hr1599-116,2019-03-29,2,,Committee
"Referred to the Committee on Agriculture, and in addition to the Committees on Transportation and Infrastructure, and Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1600-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",hr1600-116,2019-03-08,2,,Committee
Referred to the Subcommittee on Water Resources and Environment.,hr1600-116,2019-03-08,3,,Committee
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1600-116,2019-04-16,4,,Committee
"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit.",hr1600-116,2019-04-26,5,,Committee
Referred to the House Committee on Energy and Commerce.,hr1601-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1602-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1603-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1603-116,2019-03-08,2,,Committee
Subcommittee Hearings Held.,hr1603-116,2019-05-01,3,,Committee
Referred to the House Committee on Oversight and Reform.,hr1604-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Education and Labor, and in addition to the Committees on Ways and Means, and Appropriations, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1605-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1606-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Energy and Mineral Resources.,hr1606-116,2019-03-28,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1607-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Oversight and Reform, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1608-116,2019-03-07,1,,IntroReferral
Ms. Norton moved to suspend the rules and pass the bill.,hr1608-116,2019-03-12,2,,Floor
Considered under suspension of the rules. (consideration: CR H2667-2671),hr1608-116,2019-03-12,3,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1608.,hr1608-116,2019-03-12,4,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H2667-2670),hr1608-116,2019-03-12,5,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1608-116,2019-03-12,6,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1608-116,2019-03-13,7,,IntroReferral
Referred to the House Committee on Homeland Security.,hr1609-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Border Security, Facilitation, and Operations.",hr1609-116,2019-03-27,2,,Committee
Referred to the House Committee on Financial Services.,hr1610-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1611-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1611-116,2019-04-08,2,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1611-116,2019-04-08,3,,Committee
"Referred to the Committee on House Administration, and in addition to the Committees on Science, Space, and Technology, the Judiciary, Homeland Security, Intelligence (Permanent Select), Ways and Means, Financial Services, Oversight and Reform, and Ethics, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1612-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation.",hr1612-116,2019-04-03,2,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1612-116,2019-04-12,3,,Committee
Referred to the House Committee on House Administration.,hr1613-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1614-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1614-116,2019-04-12,2,,Committee
"Referred to the Committee on Small Business, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1615-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1615-116,2019-07-17,2,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1615-116,2019-07-17,3,,Committee
Referred to the House Committee on Foreign Affairs.,hr1616-116,2019-03-07,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1616-116,2019-03-14,2,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1616-116,2019-03-14,3,,Committee
Committee Agreed to Seek Consideration Under Suspension of the Rules.,hr1616-116,2019-03-14,4,,Committee
"Mr. Sires moved to suspend the rules and pass the bill, as amended.",hr1616-116,2019-03-25,5,,Floor
Considered under suspension of the rules.,hr1616-116,2019-03-25,6,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1616.,hr1616-116,2019-03-25,7,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1616-116,2019-03-25,8,,Floor
Considered as unfinished business.,hr1616-116,2019-03-25,9,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 391 - 24 (Roll no. 126).",hr1616-116,2019-03-25,10,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1616-116,2019-03-25,11,,Floor
The title of the measure was amended. Agreed to without objection.,hr1616-116,2019-03-25,12,,Floor
Considered under suspension of the rules. (consideration: CR H2771-2773),hr1616-116,2019-03-25,13,,Floor
Considered as unfinished business. (consideration: CR H2780-2781),hr1616-116,2019-03-25,14,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 391 - 24 (Roll no. 126). (text: CR H2771-2772)",hr1616-116,2019-03-25,15,,Floor
Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,hr1616-116,2019-03-26,16,,IntroReferral
"Referred to the Committee on Intelligence (Permanent Select), and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1617-116,2019-03-07,1,,IntroReferral
Mr. Krishnamoorthi moved to suspend the rules and pass the bill.,hr1617-116,2019-03-12,2,,Floor
Considered under suspension of the rules. (consideration: CR H2664-2665),hr1617-116,2019-03-12,3,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1617.,hr1617-116,2019-03-12,4,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H2664-2665),hr1617-116,2019-03-12,5,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1617-116,2019-03-12,6,,Floor
Received in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,hr1617-116,2019-03-13,7,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 40.,hr1617-116,2019-03-14,8,,Calendars
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1618-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Consumer Protection and Commerce.,hr1618-116,2019-03-08,2,,Committee
Subcommittee Hearings Held.,hr1618-116,2019-06-13,3,,Committee
Subcommittee Consideration and Mark-up Session Held.,hr1618-116,2019-07-10,4,,Committee
Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote .,hr1618-116,2019-07-10,5,,Committee
Committee Consideration and Mark-up Session Held.,hr1618-116,2019-07-17,6,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1618-116,2019-07-17,7,,Committee
"Reported (Amended) by the Committee on Energy and Commerce. H. Rept. 116-208, Part I.",hr1618-116,2019-09-16,8,,Committee
Committee on House Administration discharged.,hr1618-116,2019-09-16,9,,Discharge
"Placed on the Union Calendar, Calendar No. 165.",hr1618-116,2019-09-16,10,,Calendars
"Ms. Schakowsky moved to suspend the rules and pass the bill, as amended.",hr1618-116,2019-09-17,11,,Floor
Considered under suspension of the rules.,hr1618-116,2019-09-17,12,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1618.,hr1618-116,2019-09-17,13,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1618-116,2019-09-17,14,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1618-116,2019-09-17,15,,Floor
Considered under suspension of the rules. (consideration: CR H7723-7727),hr1618-116,2019-09-17,16,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H7723-7724)",hr1618-116,2019-09-17,17,,Floor
"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",hr1618-116,2019-09-18,18,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1619-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Transportation and Infrastructure.,hr1620-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Water Resources and Environment.,hr1620-116,2019-03-08,2,,Committee
Subcommittee on Water Resources and Environment Discharged.,hr1620-116,2019-09-19,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1620-116,2019-09-19,4,,Committee
Ordered to be Reported by Voice Vote.,hr1620-116,2019-09-19,5,,Committee
Subcommittee on Water Resources and Environment Discharged.,hr1620-116,2019-09-20,6,,Committee
Committee Consideration and Mark-up Session Held.,hr1620-116,2019-09-20,7,,Committee
Ordered to be Reported by Voice Vote.,hr1620-116,2019-09-20,8,,Committee
Referred to the House Committee on Natural Resources.,hr1621-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1621-116,2019-03-28,2,,Committee
Referred to the House Committee on Agriculture.,hr1622-116,2019-03-07,1,,IntroReferral
