_action_text,_bill,_date,_id,_time,_type
Referred to the House Committee on Ways and Means.,hr1245-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1245-116,2019-02-14,2,,Committee
Referred to the House Committee on Ways and Means.,hr1246-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1246-116,2019-02-14,2,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1247-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1247-116,2019-02-14,2,,Committee
Referred to the House Committee on Natural Resources.,hr1248-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1248-116,2019-03-06,2,,Committee
Subcommittee Hearings Held.,hr1248-116,2019-05-22,3,,Committee
"Referred to the Committee on Armed Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1249-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Strategic Forces.,hr1249-116,2019-02-15,2,,Committee
Referred to the House Committee on Oversight and Reform.,hr1250-116,2019-02-14,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1250-116,2019-06-12,2,,Committee
Ordered to be Reported by Unanimous Consent.,hr1250-116,2019-06-12,3,,Committee
"Mr. Rouda moved to suspend the rules and pass the bill, as amended.",hr1250-116,2019-07-17,4,,Floor
Considered under suspension of the rules.,hr1250-116,2019-07-17,5,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1250.,hr1250-116,2019-07-17,6,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1250-116,2019-07-17,7,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1250-116,2019-07-17,8,,Floor
The title of the measure was amended. Agreed to without objection.,hr1250-116,2019-07-17,9,,Floor
Considered under suspension of the rules. (consideration: CR H5953-5954),hr1250-116,2019-07-17,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H5953-5954)",hr1250-116,2019-07-17,11,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1250-116,2019-07-18,12,,IntroReferral
Senate Committee on Homeland Security and Governmental Affairs discharged by Unanimous Consent. (consideration: CR S5204),hr1250-116,2019-07-30,13,,Discharge
Passed Senate without amendment by Unanimous Consent.,hr1250-116,2019-07-30,14,,Floor
Message on Senate action sent to the House.,hr1250-116,2019-07-31,15,,Floor
Presented to President.,hr1250-116,2019-08-13,16,,Floor
Signed by President.,hr1250-116,2019-08-23,17,,President
Became Public Law No: 116-55.,hr1250-116,2019-08-23,18,,President
Became Public Law No: 116-55.,hr1250-116,2019-08-27,19,,President
Referred to the House Committee on Ways and Means.,hr1251-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1252-116,2019-02-14,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1252-116,2019-07-25,2,,Committee
Referred to the House Committee on Oversight and Reform.,hr1253-116,2019-02-14,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1253-116,2019-07-25,2,,Committee
Referred to the House Committee on Oversight and Reform.,hr1254-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1255-116,2019-02-14,1,,IntroReferral
"Referred to the Committee on Oversight and Reform, and in addition to the Committees on Intelligence (Permanent Select), and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1256-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1257-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Armed Services.,hr1258-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1258-116,2019-02-15,2,,Committee
Referred to the House Committee on Financial Services.,hr1259-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1260-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Research and Technology.,hr1261-116,2019-02-14,1,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1261-116,2019-02-14,2,,IntroReferral
Referred to the Subcommittee on Energy and Mineral Resources.,hr1261-116,2019-03-07,3,,Committee
Subcommittee on Energy and Mineral Resources Discharged.,hr1261-116,2019-05-01,4,,Committee
Committee Consideration and Mark-up Session Held.,hr1261-116,2019-05-01,5,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1261-116,2019-05-01,6,,Committee
"Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-99, Part I.",hr1261-116,2019-06-03,7,,Committee
"Committee on Science, Space, and Technology discharged.",hr1261-116,2019-06-03,8,,Discharge
"Placed on the Union Calendar, Calendar No. 74.",hr1261-116,2019-06-03,9,,Calendars
"Mr. Case moved to suspend the rules and pass the bill, as amended.",hr1261-116,2019-06-03,10,,Floor
Considered under suspension of the rules.,hr1261-116,2019-06-03,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1261.,hr1261-116,2019-06-03,12,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1261-116,2019-06-03,13,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1261-116,2019-06-03,14,,Floor
Considered under suspension of the rules. (consideration: CR H4198-4201),hr1261-116,2019-06-03,15,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H4198-4200)",hr1261-116,2019-06-03,16,,Floor
Received in the Senate.,hr1261-116,2019-06-04,17,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1262-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1262-116,2019-03-25,2,,Committee
Referred to the House Committee on Ways and Means.,hr1263-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1264-116,2019-02-14,1,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1264-116,2019-02-14,2,,IntroReferral
Referred to the Subcommittee on Health.,hr1264-116,2019-02-15,3,,Committee
Referred to the Subcommittee on Health.,hr1265-116,2019-02-14,1,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1265-116,2019-02-14,2,,IntroReferral
Referred to the Subcommittee on Health.,hr1265-116,2019-02-15,3,,Committee
Referred to the House Committee on the Judiciary.,hr1266-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1266-116,2019-03-25,2,,Committee
Referred to the House Committee on Natural Resources.,hr1267-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1267-116,2019-03-07,2,,Committee
Referred to the House Committee on Natural Resources.,hr1268-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1268-116,2019-03-07,2,,Committee
Referred to the House Committee on the Judiciary.,hr1269-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1269-116,2019-03-25,2,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Justice.",hr1269-116,2019-03-25,3,,Committee
Referred to the House Committee on Foreign Affairs.,hr1270-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1271-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1271-116,2019-03-01,2,,Committee
Mr. Tonko moved to suspend the rules and pass the bill.,hr1271-116,2019-03-05,3,,Floor
Considered under suspension of the rules.,hr1271-116,2019-03-05,4,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1271.,hr1271-116,2019-03-05,5,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1271-116,2019-03-05,6,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1271-116,2019-03-05,7,,Floor
Considered under suspension of the rules. (consideration: CR H2335-2337),hr1271-116,2019-03-05,8,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H2335),hr1271-116,2019-03-05,9,,Floor
Received in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,hr1271-116,2019-03-06,10,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 31.,hr1271-116,2019-03-07,11,,Calendars
Referred to the House Committee on House Administration.,hr1272-116,2019-02-14,1,,IntroReferral
"Referred to the Committee on Intelligence (Permanent Select), and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1273-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Foreign Affairs.,hr1274-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Research and Technology.,hr1275-116,2019-02-14,1,,Committee
"Referred to the Committee on House Administration, and in addition to the Committees on the Judiciary, Science, Space, and Technology, Veterans' Affairs, Oversight and Reform, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1275-116,2019-02-14,2,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Justice.",hr1275-116,2019-03-22,3,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1275-116,2019-03-22,4,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1276-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1276-116,2019-03-07,2,,Committee
Referred to the Subcommittee on Conservation and Forestry.,hr1276-116,2019-03-11,3,,Committee
Referred to the Subcommittee on Health.,hr1277-116,2019-02-14,1,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1277-116,2019-02-14,2,,IntroReferral
Referred to the Subcommittee on Health.,hr1277-116,2019-02-15,3,,Committee
Referred to the House Committee on Natural Resources.,hr1278-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1278-116,2019-03-07,2,,Committee
Referred to the House Committee on the Judiciary.,hr1279-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1279-116,2019-03-25,2,,Committee
"Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1280-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1281-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1281-116,2019-02-15,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1282-116,2019-02-14,1,,IntroReferral
