"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"s2352-116","2019-01-31 00:07:00","A bill to amend the Internal Revenue Code of 1986 to modify nondiscrimination rules to protect older, longer service participants in retirement plans.","False","False",116,"Retirement Security Preservation Act of 2019","Taxation","s","s2352-116"
"s2353-116","2019-01-31 00:07:00","A bill to direct the Administrator of the Federal Emergency Management Agency to develop guidance for firefighters and other emergency response personnel on best practices to protect them from exposure to PFAS and to limit and prevent the release of PFAS into the environment, and for other purposes.","False","False",116,"Protecting Firefighters from Adverse Substances Act of 2019","Emergency Management","s","s2353-116"
"s2354-116","2019-01-31 00:07:00","A bill to direct the Director of the National Science Foundation to support research on opioid addiction, and for other purposes.","False","False",116,"Expanding Findings for Federal Opioid Research and Treatment Act","Science, Technology, Communications","s","s2354-116"
"s2355-116","2019-01-31 00:07:00","A bill to eliminate racial, religious, and other discriminatory profiling by law enforcement, and for other purposes.","False","False",116,"End Racial and Religious Profiling Act of 2019","Crime and Law Enforcement","s","s2355-116"
"s2356-116","2019-01-31 00:07:00","A bill to provide a definition of navigable waters, and for other purposes.","False","False",116,"Define WOTUS Act of 2019","Environmental Protection","s","s2356-116"
"s2357-116","2019-01-31 00:07:00","A bill to establish a national goal and mechanism to achieve a trade-balancing exchange rate for the United States dollar, to impose market access charge on certain purchases of United States assets, and for other purposes.","False","False",116,"Competitive Dollar for Jobs and Prosperity Act","Foreign Trade and International Finance","s","s2357-116"
"s2358-116","2019-01-31 00:07:00","A bill to amend the Child Nutrition Act of 1966 to increase the age of eligibility for children to receive benefits under the special supplemental nutrition program for women, infants, and children, and for other purposes.","False","False",116,"Wise Investment in Children Act of 2019","Transportation and Public Works","s","s2358-116"
"s2359-116","2019-01-31 00:07:00","A bill to amend the Food and Nutrition Act of 2008 to require consideration of the assets of a household for broad-based categorical eligibility for the supplemental nutrition assistance program.","False","False",116,"A bill to amend the Food and Nutrition Act of 2008 to require consideration of the assets of a household for broad-based categorical eligibility for the supplemental nutrition assistance program.","Agriculture and Food","s","s2359-116"
"s2360-116","2019-01-31 00:07:00","A bill to establish an Office of Emerging Markets within the Small Business Administration that will strengthen the development of small business concerns in emerging markets, including those owned by women, minorities, veterans, and those located in rural areas, and for other purposes.","False","False",116,"Unlocking Opportunities in Emerging Markets Act of 2019","Commerce","s","s2360-116"
"s2361-116","2019-01-31 00:07:00","A bill to amend the Small Business Act to increase lending to underserved borrowers through the largest loan program of the Small Business Administration, and for other purposes.","False","False",116,"Closing the Credit Gap Act","Commerce","s","s2361-116"
"s2362-116","2019-01-31 00:07:00","A bill to establish a process for United States businesses to obtain exclusions from certain duties imposed under section 301 of the Trade Act of 1974 and section 232 of the Trade Expansion Act of 1962, and for other purposes.","False","False",116,"American Business Tariff Relief Act of 2019","Foreign Trade and International Finance","s","s2362-116"
"s2363-116","2019-01-31 00:07:00","A bill to amend the Communications Act of 1934 to establish a Telecommunications Workforce Development Advisory Council within the Federal Communications Commission, and for other purposes.","False","False",116,"Telecommunications Opportunities for Workers Engaging in Real Infrastructure Deployment Act of 2019","Science, Technology, Communications","s","s2363-116"
"s2364-116","2019-01-31 00:07:00","A bill to enhance domestic marine debris response, and for other purposes.","False","False",116,"Save Our Seas 2.0: Enhancing the Domestic Marine Debris Response Act","Environmental Protection","s","s2364-116"
"s2365-116","2019-01-31 00:07:00","A bill to amend the Indian Health Care Improvement Act to authorize urban Indian organizations to enter into arrangements for the sharing of medical services and facilities, and for other purposes.","False","False",116,"Health Care Access for Urban Native Veterans Act of 2019","Health","s","s2365-116"
"s2366-116","2019-01-31 00:07:00","A bill to streamline the employer reporting process and strengthen the eligibility verification process for the premium assistance tax credit and cost-sharing subsidy.","False","False",116,"Commonsense Reporting Act of 2019","Taxation","s","s2366-116"
"s2367-116","2019-01-31 00:07:00","A bill to support the preparation and retention of outstanding educators in all fields to ensure a bright future for children and youth in under-resourced and underserved communities in the United States, and for other purposes.","False","False",116,"Addressing Teacher Shortages Act of 2019","Education","s","s2367-116"
"s2369-116","2019-01-31 00:07:00","A bill to amend title 38, United States Code, to authorize the use of grant amounts awarded under the Veterans Cemetery Grants Program for construction of fully enclosed committal service shelters in certain State veterans' cemeteries, and for other purposes.","False","False",116,"Department of Veterans Affairs Committal Service Shelter Act of 2019","Armed Forces and National Security","s","s2369-116"
"s2370-116","2019-01-31 00:07:00","A bill to amend the Internal Revenue Code of 1986 to expand personal saving and retirement savings coverage by enabling employees not covered by qualifying retirement plans to save for retirement through automatic IRA arrangements, and for other purposes.","False","False",116,"Automatic IRA Act of 2019","Taxation","s","s2370-116"
"s2371-116","2019-01-31 00:07:00","A bill to amend title 36, United States Code, to designate the Honor and Remember Flag created by Honor and Remember Inc., as an official symbol to recognize and honor members of the Armed Forces who died in service to the United States, and for other purposes.","False","False",116,"Honor and Remember Flag Act of 2019","","s","s2371-116"
"s2373-116","2019-01-31 00:07:00","A bill to amend the Public Health Service Act to improve obstetric care in rural areas.","False","False",116,"Rural Maternal and Obstetric Modernization of Services Act","Health","s","s2373-116"
"s2374-116","2019-01-31 00:07:00","A bill to amend the Endangered Species Act of 1973 to include a prohibition on the listing of a living nonnative species as a threatened species or an endangered species, and for other purposes.","False","False",116,"Saving America's Vulnerable and Endangered Species Act","Environmental Protection","s","s2374-116"
"s2375-116","2019-01-31 00:07:00","A bill to amend title 40, United States Code, to relocate the headquarters of the Appalachian Regional Commission, and for other purposes.","False","False",116,"ARC Relocation Act","Government Operations and Politics","s","s2375-116"
"s2376-116","2019-01-31 00:07:00","A bill to increase public safety by punishing and deterring firearms trafficking.","False","False",116,"Stop Illegal Trafficking in Firearms Act of 2019","Crime and Law Enforcement","s","s2376-116"
"s2377-116","2019-01-31 00:07:00","A bill to apply the Medicaid asset verification program to all applicants for, and recipients of, medical assistance in all States and territories, and for other purposes.","False","False",116,"Medicaid Accountability Act","Health","s","s2377-116"
"s2378-116","2019-01-31 00:07:00","A bill to require reductions in the direct cost of Federal regulations that are proportional to the amount of increases in the debt ceiling.","False","False",116,"Reducing Excessive Government Act of 2019","Government Operations and Politics","s","s2378-116"
"s2379-116","2019-01-31 00:07:00","A bill to amend title XIX of the Social Security Act to clarify the authority of State Medicaid fraud and abuse control units to investigate and prosecute cases of Medicaid patient abuse and neglect in any setting, and for other purposes.","False","False",116,"Medicaid Patient Abuse Prevention Act","Health","s","s2379-116"
"s2380-116","2019-01-31 00:07:00","A bill to direct the Secretary of Energy to establish a grant program for the transformation of the electric grid, and for other purposes.","False","False",116,"Next Generation Electric Systems Act of 2019","Energy","s","s2380-116"
"s2381-116","2019-01-31 00:07:00","A bill to require review by the Government Accountability Office of screening protocols of the Transportation Security Administration relating to breast milk and formula, and for other purposes.","False","False",116,"Traveling Parents Screening Consistency Act of 2019","Transportation and Public Works","s","s2381-116"
"s2382-116","2019-01-31 00:07:00","A bill to amend the Energy Policy and Conservation Act to establish a program to provide loans to implement cost-effective energy efficiency measures, and for other purposes.","False","False",116,"Community Energy Savings Program Act of 2019","Energy","s","s2382-116"
"s2383-116","2019-01-31 00:07:00","A bill to establish minimum standards of disclosure by franchises whose franchisees use loans guaranteed by the Small Business Administration.","False","False",116,"Small Business Administration Franchise Loan Transparency Act of 2019","Commerce","s","s2383-116"
"s2384-116","2019-01-31 00:07:00","A bill to promote botanical research and botanical sciences capacity, and for other purposes.","False","False",116,"Botanical Sciences and Native Plant Materials Research, Restoration, and Promotion Act","Public Lands and Natural Resources","s","s2384-116"
"s2385-116","2019-01-31 00:07:00","A bill to amend the Rural Electrification Act of 1936 to improve access to broadband telecommunications services in rural areas, including by encouraging the provision of broadband loans and grants to increase broadband service in emerging harbor projects, and for other purposes.","False","False",116,"Broadband Internet for Small Ports Act","Science, Technology, Communications","s","s2385-116"
"s2386-116","2019-01-31 00:07:00","A bill to impose sanctions with respect to surveillance in the Xinjiang Uygur Autonomous Region of the People's Republic of China, and for other purposes.","False","False",116,"Targeting Invasive Autocratic Networks, And Necessary Mandatory Export Notifications Act of 2019","International Affairs","s","s2386-116"
"s2387-116","2019-01-31 00:07:00","A bill to establish a process by which reasonable drug prices may be determined, and for other purposes.","False","False",116,"We Protect American Investment in Drugs Act","Health","s","s2387-116"
"s2388-116","2019-01-31 00:07:00","A bill to amend the Internal Revenue Code of 1986 to permit the postponement of certain deadlines by reason of significant fires.","False","False",116,"A bill to amend the Internal Revenue Code of 1986 to permit the postponement of certain deadlines by reason of significant fires.","Taxation","s","s2388-116"
"s2389-116","2019-01-31 00:07:00","A bill to provide access to counsel for children and other vulnerable populations.","False","False",116,"FAIR Proceedings Act","Immigration","s","s2389-116"
"s2390-116","2019-01-31 00:07:00","A bill to prohibit the imposition of the death penalty for any violation of Federal law, and for other purposes.","False","False",116,"A bill to prohibit the imposition of the death penalty for any violation of Federal law, and for other purposes.","Crime and Law Enforcement","s","s2390-116"
"s2391-116","2019-01-31 00:07:00","A bill to amend the Securities Exchange Act of 1934 to impose requirements relating to the purchase of certain equity securities by issuers, and for other purposes.","False","False",116,"Stock Buyback Reform and Worker Dividend Act of 2019","Finance and Financial Sector","s","s2391-116"
"s2392-116","2019-01-31 00:07:00","A bill to amend title 38, United States Code, to provide for the circumstances under which the Secretary of Veterans Affairs shall provide reimbursement for emergency ambulance services.","False","False",116,"Veterans Reimbursement for Emergency Ambulance Services Act","Armed Forces and National Security","s","s2392-116"
"s2394-116","2019-01-31 00:07:00","A bill to require certain reports and briefings to Congress relating to the expiration of the New START Treaty, and for other purposes.","False","False",116,"Richard G. Lugar and Ellen O. Tauscher Act to Maintain Limits on Russian Nuclear Forces","International Affairs","s","s2394-116"
"s2395-116","2019-01-31 00:07:00","A bill to direct the Secretary of Education to make grants to support early college high schools and dual or concurrent enrollment programs.","False","False",116,"Jumpstart on College Act","Education","s","s2395-116"
"s2396-116","2019-01-31 00:07:00","A bill to protect United States citizens and residents from unlawful profiling, arrest, and detention, and for other purposes.","False","False",116,"Protecting the Rights of Families and Immigrants Who Legally Entered From Detention Act","Crime and Law Enforcement","s","s2396-116"
"s2397-116","2019-01-31 00:07:00","A bill to authorize the Attorney General to make grants to State and Tribal courts in order to allow the electronic service of certain court orders, and for other purposes.","False","False",116,"Electronic Service for Effectiveness, Reduction of Violence, and Improved Court Efficiency Act of 2019","Crime and Law Enforcement","s","s2397-116"
"s2398-116","2019-01-31 00:07:00","A bill to amend the Federal Election Campaign Act of 1971 to ensure privacy with respect to voter information.","False","False",116,"Voter Privacy Act of 2019","Government Operations and Politics","s","s2398-116"
"s2399-116","2019-01-31 00:07:00","A bill to amend the Energy Policy Act of 2005 to improve State loan eligibility for projects for innovative technology.","False","False",116,"A bill to amend the Energy Policy Act of 2005 to improve State loan eligibility for projects for innovative technology.","Energy","s","s2399-116"
"s2400-116","2019-01-31 00:07:00","A bill to promote cannabis research, and for other purposes.","False","False",116,"Expanding Cannabis Research and Information Act","Health","s","s2400-116"
"s2401-116","2019-01-31 00:07:00","A bill to amend title 18, United States Code, to prohibit the importation or transportation of child sex dolls, and for other purposes.","False","False",116,"Jurists United to Stop Trafficking Imitation Child Exploitation Act of 2019","Crime and Law Enforcement","s","s2401-116"
"s2402-116","2019-01-31 00:07:00","A bill to enhance the safety of Class 3 flammable liquid transportation by rail, and for other purposes.","False","False",116,"Crude Oil Advance Tracking Act","Transportation and Public Works","s","s2402-116"
"s2403-116","2019-01-31 00:07:00","A bill to authorize the Secretary of Transportation to provide loans for the acquisition of electric buses and related infrastructure.","False","False",116,"Community Health and Clean Transit Act of 2019","Transportation and Public Works","s","s2403-116"
"s2404-116","2019-01-31 00:07:00","A bill to establish an expansive infrastructure program to create local jobs and raise the quality of life in every community, to launch middle class career pathways in infrastructure, and to invest in high-quality American jobs, and for other purposes.","False","False",116,"Build Local, Hire Local Act","Transportation and Public Works","s","s2404-116"
"s2405-116","2019-01-31 00:07:00","A bill to establish additional protections and disclosures for students and cosigners with respect to student loans, and for other purposes.","False","False",116,"Christopher Bryski Student Loan Protection Act","Education","s","s2405-116"
"s2406-116","2019-01-31 00:07:00","A bill to amend the Public Health Service Act to establish the National Health Service Corps Rural Provider Loan Repayment Program, and for other purposes.","False","False",116,"Rural America Health Corps Act","Health","s","s2406-116"
"s2407-116","2019-01-31 00:07:00","A bill to amend title 38, United States Code, to provide criminal penalties for individuals acting as agents or attorneys for the preparation, presentation, or prosecution of a claim under a law administered by the Secretary of Veterans Affairs without being recognized by the Secretary for such purposes, and for other purposes.","False","False",116,"A bill to amend title 38, United States Code, to provide criminal penalties for individuals acting as agents or attorneys for the preparation, presentation, or prosecution of a claim under a law administered by the Secretary of Veterans Affairs without be","Armed Forces and National Security","s","s2407-116"
"s2408-116","2019-01-31 00:07:00","A bill to amend the Public Health Service Act to establish a national telehealth program, and for other purposes.","False","False",116,"Telehealth Across State Lines Act of 2019","Health","s","s2408-116"
"s2409-116","2019-01-31 00:07:00","A bill to authorize the President to take certain actions relating to reciprocal trade, and for other purposes.","False","False",116,"United States Reciprocal Trade Act","Foreign Trade and International Finance","s","s2409-116"
"s2410-116","2019-01-31 00:07:00","A bill to amend the Federal Water Pollution Control Act to modify the requirements for permits for dredged or fill material, and for other purposes.","False","False",116,"Flood Reduction, Wildlife Habitat, and Water Quality Improvement Act of 2019","Environmental Protection","s","s2410-116"
"s2411-116","2019-01-31 00:07:00","A bill to amend the Public Health Service Act to establish a rural health center innovation awards program and a rural health department enhancement program, and for other purposes.","False","False",116,"Rural Health Innovation Act of 2019","Health","s","s2411-116"
"s2412-116","2019-01-01 00:08:00","A bill to amend title XVIII of the Social Security Act to provide coverage of addiction counselor services under part B of the Medicare program.","False","False",116,"Addiction Treatment Access Act","Health","s","s2412-116"
"s2413-116","2019-01-01 00:08:00","A bill to exclude the imposition of duties and import quotas from the authorities provided to the President under the International Emergency Economic Powers Act.","False","False",116,"Trade Certainty Act of 2019","Foreign Trade and International Finance","s","s2413-116"
"s2414-116","2019-01-01 00:08:00","A bill to amend the Internal Revenue Code of 1986 to extend the Health Coverage Tax Credit.","False","False",116,"A bill to amend the Internal Revenue Code of 1986 to extend the Health Coverage Tax Credit.","Taxation","s","s2414-116"
"s2415-116","2019-01-01 00:08:00","A bill to amend the Energy Policy Act of 2005 to establish a grant program for training wind technicians, and for other purposes.","False","False",116,"Wind Workforce Modernization and Training Act of 2019","Energy","s","s2415-116"
"s2416-116","2019-01-01 00:08:00","A bill to provide States with the option of applying for and receiving temporary waivers for the States to experiment with new approaches that integrate Federal programs in order to provide more coordinated and holistic solutions to families in need, and for other purposes.","False","False",116,"Economic Mobility, Prosperity, and Opportunity with Waivers that Enable Reforms for States Act of 2019","Social Welfare","s","s2416-116"
"s2417-116","2019-01-01 00:08:00","A bill to provide for payment of proceeds from savings bonds to a State with title to such bonds pursuant to the judgment of a court.","False","False",116,"Unclaimed Savings Bond Act of 2019","Economics and Public Finance","s","s2417-116"
"s2418-116","2019-01-01 00:08:00","A bill to amend the Gulf of Mexico Energy Security Act of 2006 to modify a definition and the disposition and authorized uses of qualified outer Continental Shelf revenues under that Act and to exempt State and county payments under that Act from sequestration, to provide for the distribution of certain outer Continental Shelf revenues to the State of Alaska, and for other purposes.","False","False",116,"Conservation Of America's Shoreline Terrain and Aquatic Life Act","Public Lands and Natural Resources","s","s2418-116"
"s2419-116","2019-01-01 00:08:00","A bill to provide for the conveyance of a small parcel of Coconino National Forest land in the State of Arizona.","False","False",116,"A bill to provide for the conveyance of a small parcel of Coconino National Forest land in the State of Arizona.","Public Lands and Natural Resources","s","s2419-116"
"s2420-116","2019-01-01 00:08:00","A bill to amend the Immigration and Nationality Act to require a DNA test to determine the familial relationship between an alien and an accompanying minor, and for other purposes.","False","False",116,"End Child Trafficking Now Act","Immigration","s","s2420-116"
"s2421-116","2019-01-01 00:08:00","A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to improve accountability of disaster contracts, and for other purposes","False","False",116,"Disaster Contract Transparency Act of 2019","Emergency Management","s","s2421-116"
"s2422-116","2019-01-01 00:08:00","A bill to advance the integration of clean distributed energy into electric grids, and for other purposes.","False","False",116,"Clean Energy Grid Act of 2019","Energy","s","s2422-116"
"s2423-116","2019-01-01 00:08:00","A bill to amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.","False","False",116,"A bill to amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retir","Taxation","s","s2423-116"
"s2424-116","2019-01-01 00:08:00","A bill to reauthorize the Young Women's Breast Health Education and Awareness Requires Learning Young Act of 2009.","False","False",116,"EARLY Act Reauthorization of 2019","Health","s","s2424-116"
"s2425-116","2019-01-01 00:08:00","A bill to amend the Energy Policy and Conservation Act to establish the CHP Technical Assistance Partnership Program, and for other purposes.","False","False",116,"CHP Support Act of 2019","Energy","s","s2425-116"
"s2426-116","2019-01-01 00:08:00","A bill to establish a new timeline for certain State implementation plan and attainment requirements for the Fairbanks North Star Borough of the State of Alaska, and for other purposes.","False","False",116,"A bill to establish a new timeline for certain State implementation plan and attainment requirements for the Fairbanks North Star Borough of the State of Alaska, and for other purposes.","Environmental Protection","s","s2426-116"
"s2427-116","2019-01-01 00:08:00","A bill to amend title 31, United States Code, to require the Secretary of the Treasury to mint and issue quarter dollars in commemoration of the 19th Amendment to the Constitution of the United States, and for other purposes.","False","False",116,"Women's History and Nineteenth Amendment Centennial Quarter Dollar Coin Program Act","Finance and Financial Sector","s","s2427-116"
"s2428-116","2019-01-01 00:08:00","A bill to amend title XVIII of the Social Security Act to provide for certain reforms with respect to Medicare supplemental health insurance policies, and for other purposes.","False","False",116,"Medigap Consumer Protection Act of 2019","Health","s","s2428-116"
"s2429-116","2019-01-01 00:08:00","A bill to reauthorize the Coral Reef Conservation Act of 2000 and to establish the United States Coral Reef Task Force, and for other purposes.","False","False",116,"Restoring Resilient Reefs Act of 2019","Public Lands and Natural Resources","s","s2429-116"
"s2430-116","2019-01-01 00:08:00","A bill to provide an exemption from certain requirements for federally funded projects and activities in areas not in metropolitan statistical areas, and for other purposes.","False","False",116,"A bill to provide an exemption from certain requirements for federally funded projects and activities in areas not in metropolitan statistical areas, and for other purposes.","Environmental Protection","s","s2430-116"
"s2431-116","2019-01-01 00:08:00","A bill to require the Federal Communications Commission to promulgate regulations requiring voice service providers to provide consumers opt-out call-blocking programs by default and free of charge.","False","False",116,"Stop Unwanted Calls for All Act","Science, Technology, Communications","s","s2431-116"
"s2432-116","2019-01-01 00:08:00","A bill to require Amtrak to place at least 1 station agent in every State in which Amtrak operates.","False","False",116,"Station Agent in Every Amtrak State Act","Transportation and Public Works","s","s2432-116"
"s2433-116","2019-01-01 00:08:00","A bill to direct the Federal Communications Commission to take certain actions to increase diversity of ownership in the broadcasting industry, and for other purposes.","False","False",116,"Expanding Broadcast Ownership Opportunities Act of 2019","Science, Technology, Communications","s","s2433-116"
"s2434-116","2019-01-01 00:08:00","A bill to establish the National Criminal Justice Commission.","False","False",116,"National Criminal Justice Commission Act of 2019","Crime and Law Enforcement","s","s2434-116"
"s2435-116","2019-01-01 00:08:00","A bill to amend the Congressional Budget Act of 1974 to provide that any estimate prepared by the Congressional Budget Office or the Joint Committee on Taxation shall include costs relating to servicing the public debt, and for other purposes.","False","False",116,"BASIC Act","Economics and Public Finance","s","s2435-116"
"s2436-116","2019-01-01 00:08:00","A bill to establish in the States of North Carolina and South Carolina the Southern Campaign of the Revolution National Heritage Corridor, and for other purposes.","False","False",116,"Southern Campaign of the Revolution National Heritage Corridor Act of 2019","Public Lands and Natural Resources","s","s2436-116"
"s2437-116","2019-01-01 00:08:00","A bill to amend the Internal Revenue Code of 1986 to establish a refundable tax credit for parents who take leave from employment following the birth or adoption of a child.","False","False",116,"Support Working Families Act","Taxation","s","s2437-116"
"s2438-116","2019-01-01 00:08:00","A bill to prevent, treat, and cure tuberculosis globally.","False","False",116,"End Tuberculosis Now Act of 2019","International Affairs","s","s2438-116"
"s2439-116","2019-01-01 00:08:00","A bill to amend the Trademark Act of 1946 to provide that the licensing of a mark for use by a related company may not be construed as establishing an employment relationship between the owner of the mark, or an authorizing person, and either that related company or the employees of that related company, and for other purposes.","False","False",116,"Trademark Licensing Protection Act of 2019","Commerce","s","s2439-116"
"s2440-116","2019-01-01 00:08:00","A bill to amend the Internal Revenue Code of 1986 to expand permissible distributions from an employee's health flexible spending account or health reimbursement arrangement to their health savings account.","False","False",116,"Qualified Health Savings Account Distribution Act of 2019","Taxation","s","s2440-116"
"s2441-116","2019-01-01 00:08:00","A bill to amend the Internal Revenue Code of 1986 to allow individuals who are not enrolled in a high deductible health plan to have access to health savings accounts, and for other purposes.","False","False",116,"Health Savings Account Expansion Act of 2019","Taxation","s","s2441-116"
"s2442-116","2019-01-01 00:08:00","A bill to amend the Small Business Act to require the Small Business and Agriculture Regulatory Enforcement Ombudsman to create a centralized website for compliance guides, and for other purposes.","False","False",116,"A bill to amend the Small Business Act to require the Small Business and Agriculture Regulatory Enforcement Ombudsman to create a centralized website for compliance guides, and for other purposes.","Commerce","s","s2442-116"
"s2445-116","2019-01-09 00:09:00","A bill to amend the Internal Revenue Code of 1986 to impose a surtax on corporations with significant disparities in employee wages.","False","False",116,"Fair Share for Workers Act","Taxation","s","s2445-116"
"s2446-116","2019-01-09 00:09:00","A bill to provide certain coverage of audiologist services under the Medicare program, and for other purposes.","False","False",116,"Medicare Audiologist Access and Services Act of 2019","Health","s","s2446-116"
"s2447-116","2019-01-09 00:09:00","A bill to require the Secretary of Energy to establish or designate the Distributed Energy Opportunity Board to carry out a program to facilitate a voluntary streamlined process for local permitting of distributed renewable energy, energy storage, and electric vehicle charging systems, and for other purposes.","False","False",116,"American Energy Opportunity Act of 2019","Energy","s","s2447-116"
"s2448-116","2019-01-09 00:09:00","A bill to control the export of electronic waste in order to ensure that such waste does not become the source of counterfeit goods that may reenter military and civilian electronics supply chains in the United States, and for other purposes.","False","False",116,"Secure E-Waste Export and Recycling Act","Foreign Trade and International Finance","s","s2448-116"
"s2449-116","2019-01-10 00:09:00","A bill to amend title 18, United States Code, to require licenses to acquire or receive firearms, and for other purposes.","False","False",116,"Federal Firearm Licensing Act","Crime and Law Enforcement","s","s2449-116"
"s2450-116","2019-01-10 00:09:00","A bill to amend the Immigration and Nationality Act to limit the grounds of deportability for certain relatives of members of the Armed Forces and veterans, and for other purposes.","False","False",116,"Protecting Immigrant Gold Star and Military Families Act","Immigration","s","s2450-116"
"s2451-116","2019-01-10 00:09:00","A bill to amend chapter 171 of title 28, United States Code, to allow suit against the United States for injuries and deaths of members of the Armed Forces caused by improper medical care, and for other purposes.","False","False",116,"SFC Richard Stayskal Military Medical Accountability Act of 2019","Law","s","s2451-116"
"s2452-116","2019-01-10 00:09:00","A bill to provide incentives for agricultural producers to carry out climate stewardship practices, to provide for increased reforestation across the United States, to establish the Coastal and Estuary Resilience Grant Program, and for other purposes.","False","False",116,"Climate Stewardship Act of 2019","Agriculture and Food","s","s2452-116"
"s2453-116","2019-01-10 00:09:00","A bill to assist in the conservation of the North Atlantic right whale by supporting and providing financial resources for North Atlantic right whale conservation programs and projects of persons with expertise required for the conservation of North Atlantic right whales, and for other purposes.","False","False",116,"SAVE Right Whales Act","Animals","s","s2453-116"
"s2454-116","2019-01-10 00:09:00","A bill to amend the Communications Act of 1934 and title 17, United States Code, to provide greater access to in-State television broadcast programming for cable and satellite subscribers in certain counties.","False","False",116,"Go Pack Go Act of 2019","Science, Technology, Communications","s","s2454-116"
"s2455-116","2019-01-10 00:09:00","A bill to establish a program to accurately document vehicles that were significant in the history of the United States, and for other purposes.","False","False",116,"National Historic Vehicle Register Act of 2019","Arts, Culture, Religion","s","s2455-116"
"s2456-116","2019-01-10 00:09:00","A bill to establish centers of excellence for innovative stormwater control infrastructure, and for other purposes.","False","False",116,"Clean Water Through Green Infrastructure Act","Environmental Protection","s","s2456-116"
"s2457-116","2019-01-10 00:09:00","A bill to require the Secretary of Labor to establish a pilot program to provide grants for job guarantee programs.","False","False",116,"Federal Jobs Guarantee Development Act of 2019","Labor and Employment","s","s2457-116"
"s2459-116","2019-01-10 00:09:00","A bill to amend title 9, United States Code, to prohibit predispute arbitration agreements that force arbitration of certain disputes arising from claims of servicemembers and veterans.","False","False",116,"Justice for Servicemembers Act","Law","s","s2459-116"
"s2460-116","2019-01-11 00:09:00","A bill to amend the Water Resources Development Act of 1986 to modify a provision relating to acquisition of beach fill.","False","False",116,"SAND Act","Water Resources Development","s","s2460-116"
"s2461-116","2019-01-11 00:09:00","A bill to designate a portion of the Arctic National Wildlife Refuge as wilderness.","False","False",116,"Arctic Refuge Protection Act of 2019","Public Lands and Natural Resources","s","s2461-116"
"s2462-116","2019-01-11 00:09:00","A bill to help reduce household energy burdens by expanding access to solar energy for low-income households.","False","False",116,"Low-Income Solar Energy Act","Energy","s","s2462-116"
"s2463-116","2019-01-11 00:09:00","A bill to amend the Internal Revenue Code of 1986 to provide for regulation and taxation of electronic cigarettes and alternative nicotine products.","False","False",116,"E-Cigarette Tax Parity Act","Taxation","s","s2463-116"
"s2464-116","2019-01-11 00:09:00","A bill to amend title 28, United States Code, to limit the authority of district courts to provide injunctive relief, and for other purposes.","False","False",116,"Nationwide Injunction Abuse Prevention Act of 2019","Law","s","s2464-116"
"s2465-116","2019-01-11 00:09:00","A bill to enact as law certain regulations relating to the taking of double-crested cormorants.","False","False",116,"Cormorant Relief Act","Animals","s","s2465-116"
"s2466-116","2019-01-11 00:09:00","A bill to provide supplemental appropriations for safe and secure water, and for other purposes.","False","False",116,"Water Justice Act","Environmental Protection","s","s2466-116"
"s2467-116","2019-01-11 00:09:00","A bill to establish a program to award grants to entities that provide transportation connectors from critically underserved urban communities and rural communities to green spaces.","False","False",116,"Transit to Trails Act","Transportation and Public Works","s","s2467-116"
"s2468-116","2019-01-11 00:09:00","A bill to require employers to provide training to employees whose jobs are in danger of being changed or replaced due to technology, and for other purposes.","False","False",116,"Workers' Right to Training Act","Labor and Employment","s","s2468-116"
"s2469-116","2019-01-12 00:09:00","A bill to amend title 49, United States Code, to require the use of advanced leak detection technology for pipelines, and for other purposes.","False","False",116,"METHANE Act","Transportation and Public Works","s","s2469-116"
"s2471-116","2019-01-12 00:09:00","A bill to give middle-class families access to the maximum Federal Pell Grant, to increase college transparency, and State maintenance of efforts, and for other purposes.","False","False",116,"Degrees Not Debt Act of 2019","Education","s","s2471-116"
"s2472-116","2019-01-12 00:09:00","A bill to redesignate the NASA John H. Glenn Research Center at Plum Brook Station, Ohio, as the NASA John H. Glenn Research Center at the Neil A. Armstrong Test Facility.","False","False",116,"Neil A. Armstrong Test Facility Act","Science, Technology, Communications","s","s2472-116"
"s2473-116","2019-01-12 00:09:00","A bill to extend certain provisions of the Caribbean Basin Economic Recovery Act until September 30, 2030, and for other purposes.","False","False",116,"Extension of the Caribbean Basin Economic Recovery Act","Foreign Trade and International Finance","s","s2473-116"
"s2475-116","2019-01-12 00:09:00","A bill to modify the effective date for inclusion of certain members of the Armed Forces serving on active duty in the Yellow Ribbon G.I. Education Enhancement Program, and for other purposes.","False","False",116,"A bill to modify the effective date for inclusion of certain members of the Armed Forces serving on active duty in the Yellow Ribbon G.I. Education Enhancement Program, and for other purposes.","Armed Forces and National Security","s","s2475-116"
"s2476-116","2019-01-12 00:09:00","A bill to provide a temporary increase in the limitation on deductible contributions made for relief efforts related to Hurricane Dorian.","False","False",116,"Hurricane Dorian Charitable Giving Act","Taxation","s","s2476-116"
