"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"s653-116","2019-01-05 00:03:00","A bill for the relief of Malachy McAllister, Nicola McAllister, and Sean Ryan McAllister.","False","False",116,"A bill for the relief of Malachy McAllister, Nicola McAllister, and Sean Ryan McAllister.","","s","s0653-116"
"s654-116","2019-01-05 00:03:00","A bill to require the Secretary of Transportation to carry out a pilot program to develop and provide to States and transportation planning organizations accessibility data sets, and for other purposes.","False","False",116,"COMMUTE Act","Transportation and Public Works","s","s0654-116"
"s655-116","2019-01-05 00:03:00","A bill to impose additional restrictions on tobacco flavors for use in e-cigarettes.","False","False",116,"SAFE Kids Act","Health","s","s0655-116"
"s656-116","2019-01-05 00:03:00","A bill to amend the Truth in Lending Act to address certain issues relating to the extension of consumer credit, and for other purposes.","False","False",116,"SAFE Lending Act of 2019","Finance and Financial Sector","s","s0656-116"
"s657-116","2019-01-05 00:03:00","A bill to amend title XXVII of the Public Health Service Act to establish requirements with respect to prescription drug benefits.","False","False",116,"A bill to amend title XXVII of the Public Health Service Act to establish requirements with respect to prescription drug benefits.","Health","s","s0657-116"
"s658-116","2019-01-05 00:03:00","A bill to provide for an accelerated approval pathway for certain drugs that are authorized to be lawfully marketed in other countries.","False","False",116,"ADAPT Act","Health","s","s0658-116"
"s659-116","2019-01-05 00:03:00","A bill to provide for certain additional requirements with respect to patent disclosures.","False","False",116,"Biologic Patent Transparency Act","Commerce","s","s0659-116"
"s660-116","2019-01-05 00:03:00","A bill to address abuse of the Food and Drug Administration's citizen petition process by brand drug manufacturers.","False","False",116,"Efficiency and Transparency in Petitions Act","Health","s","s0660-116"
"s661-116","2019-01-05 00:03:00","A bill to provide for enhanced protections for vulnerable alien children, and for other purposes.","False","False",116,"Child Trafficking Victims Protection and Welfare Act of 2019","Immigration","s","s0661-116"
"s662-116","2019-01-05 00:03:00","A bill to provide access to counsel for unaccompanied alien children.","False","False",116,"Fair Day in Court for Kids Act of 2019","Immigration","s","s0662-116"
"s663-116","2019-01-05 00:03:00","A bill to clarify the status and enhance the effectiveness of immigration courts, and for other purposes.","False","False",116,"Immigration Court Improvement Act of 2019","Immigration","s","s0663-116"
"s664-116","2019-01-05 00:03:00","A bill to amend the National Labor Relations Act to clarify the requirements for meeting the definition of the term ""employee"", and for other purposes.","False","False",116,"Protecting Workers' Freedom to Organize Act","Labor and Employment","s","s0664-116"
"s665-116","2019-01-05 00:03:00","A bill to reduce the number of preventable deaths and injuries caused by underride crashes, to improve motor carrier and passenger motor vehicle safety, and for other purposes.","False","False",116,"Stop Underrides Act","Transportation and Public Works","s","s0665-116"
"s666-116","2019-01-05 00:03:00","A bill to require the Secretary of Labor to award grants to organizations for the provision of transition assistance to members and former members of the Armed Forces who are separated, retired, or discharged from the Armed Forces, and spouses of such members, and for other purposes.","False","False",116,"HUBS for Veterans Act of 2019","Armed Forces and National Security","s","s0666-116"
"s667-116","2019-01-05 00:03:00","A bill to impose sanctions with respect to the Democratic People's Republic of Korea, and for other purposes.","False","False",116,"Otto Warmbier Banking Restrictions Involving North Korea Act of 2019","International Affairs","s","s0667-116"
"s668-116","2019-01-06 00:03:00","A bill to amend title XVIII of the Social Security Act to waive coinsurance under Medicare for colorectal cancer screening tests, regardless of whether therapeutic intervention is required during the screening.","False","False",116,"Removing Barriers to Colorectal Cancer Screening Act of 2019","Health","s","s0668-116"
"s669-116","2019-01-06 00:03:00","A bill to protect the rights of passengers with disabilities in air transportation, and for other purposes.","False","False",116,"Air Carrier Access Amendments Act of 2019","Transportation and Public Works","s","s0669-116"
"s670-116","2019-01-06 00:03:00","A bill to make daylight savings time permanent, and for other purposes.","False","False",116,"Sunshine Protection Act of 2019","Science, Technology, Communications","s","s0670-116"
"s671-116","2019-01-06 00:03:00","A bill to amend the Surface Mining Control and Reclamation Act of 1977 to transfer certain funds to the 1974 United Mine Workers of America Pension Plan, and for other purposes.","False","False",116,"Miners Pension Protection Act","Labor and Employment","s","s0671-116"
"s672-116","2019-01-06 00:03:00","A bill to establish State-Federal partnerships to provide students the opportunity to attain higher education at in-State public institutions of higher education without debt, to provide Federal Pell Grant eligibility to DREAMer students, to repeal suspension of eligibility under the Higher Education Act of 1965 for drug-related offenses, and for other purposes.","False","False",116,"Debt-Free College Act of 2019","Education","s","s0672-116"
"s675-116","2019-01-06 00:03:00","A bill to authorize the Department of Defense to temporarily provide water uncontaminated with perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS) for agricultural purposes to areas affected by contamination from military installations, and to authorize the Secretary of the Air Force to acquire real property to extend the contiguous geographic footprint of any Air Force base that has shown signs of contamination from PFOA and PFOS due to activities on the base, and for other purposes.","False","False",116,"Prompt and Fast Action to Stop Damages Act of 2019","Armed Forces and National Security","s","s0675-116"
"s676-116","2019-01-06 00:03:00","A bill to amend the Internal Revenue Code of 1986 to exclude certain post-graduation scholarship grants from gross income in the same manner as qualified scholarships to promote economic growth.","False","False",116,"Workforce Development Through Post-Graduation Scholarships Act of 2019","Taxation","s","s0676-116"
"s677-116","2019-01-06 00:03:00","A bill to amend the Food and Nutrition Act of 2008 to provide for the participation of Puerto Rico, American Samoa, and the Commonwealth of the Northern Mariana Islands in the supplemental nutrition assistance program, and for other purposes.","False","False",116,"Equitable Nutrition Assistance for the Territories Act of 2019","Agriculture and Food","s","s0677-116"
"s678-116","2019-01-06 00:03:00","A bill to declare English as the official language of the United States, to establish a uniform English language rule for naturalization, and to avoid misconstructions of the English language texts of the laws of the United States, pursuant to Congress' powers to provide for the general welfare of the United States and to establish a uniform rule of naturalization under article I, section 8, of the Constitution.","False","False",116,"English Language Unity Act of 2019","Government Operations and Politics","s","s0678-116"
